"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_peri","age","(28.2,36.8]",5,0.189275930804514,0.00549659537189308,0.178502603875604,0.200049257733425
"ch_peri","age","(28.2,36.8]",7,0.0839836499193671,0.00856425747882572,0.0671977052608687,0.100769594577865
"ch_peri","age","(28.2,36.8]",8,0.211747141776042,0.00402889837075864,0.203850500969355,0.219643782582729
"ch_peri","age","(28.2,36.8]",10,0.0664654858831972,0.0034659136320291,0.0596722951644202,0.0732586766019742
"ch_peri","age","(28.2,36.8]",11,0.0184821906025771,0.00444419046957177,0.00977157728221644,0.0271928039229378
"ch_peri","age","(36.8,45.4]",2,0.238590509368791,0.00644946025378089,0.225949567271381,0.251231451466202
"ch_peri","age","(36.8,45.4]",4,0.202673311508051,0.00903117582674351,0.184972206887634,0.220374416128468
"ch_peri","age","(36.8,45.4]",5,0.265172516559485,0.00871106498424711,0.24809882919036,0.282246203928609
"ch_peri","age","(36.8,45.4]",7,0.0868331878517892,0.0146581917921633,0.0581031319391492,0.115563243764429
"ch_peri","age","(36.8,45.4]",8,0.18452025412685,0.00653023578904789,0.171720991980316,0.197319516273384
"ch_peri","age","(36.8,45.4]",10,0.0712177694180115,0.00566797797171664,0.0601085325934469,0.0823270062425762
"ch_peri","age","(36.8,45.4]",11,0.0505031853475885,0.00729055803754274,0.0362136915940048,0.0647926791011723
"ch_peri","age","(45.4,54]",2,0.246489307011828,0.038309263873981,0.171403149818826,0.321575464204831
"ch_peri","age","(45.4,54]",4,0.203738235987728,0.0460692901991529,0.113442427197389,0.294034044778068
"ch_peri","age","(45.4,54]",5,0.3703500575825,0.041161049443135,0.289674400673956,0.451025714491045
"ch_peri","age","(45.4,54]",7,0.113957141258745,0.0465261112435627,0.0227659632213617,0.205148319296127
"ch_peri","age","(45.4,54]",8,0.160100687317785,0.0219836698054907,0.117012694499023,0.203188680136547
"ch_peri","age","(45.4,54]",10,0.0941442173686405,0.0267123735598363,0.0417879651913613,0.14650046954592
"ch_peri","age","(45.4,54]",11,0.071190823096235,0.0174071614229302,0.0370727867072919,0.105308859485178
"ch_peri","age","[11,19.6]",2,0.0681332993909486,0.00576818852040078,0.0568276498909631,0.0794389488909341
"ch_peri","age","[11,19.6]",4,0.158216484220041,0.00738070131833429,0.143750309636105,0.172682658803976
"ch_peri","age","[11,19.6]",5,0.156140924004763,0.00665989481797118,0.14308753016154,0.169194317847987
"ch_peri","age","[11,19.6]",7,0.0723293139637361,0.0119959627751353,0.0488172269244709,0.0958414010030014
"ch_peri","age","[11,19.6]",8,0.198875289912705,0.0060933639307599,0.186932296608415,0.210818283216994
"ch_peri","age","[11,19.6]",10,0.0548780292426611,0.00480450601401433,0.045461197455193,0.0642948610301292
"ch_peri","age","[11,19.6]",11,-0.0490796468328327,0.00663391981674225,-0.0620821296736475,-0.0360771639920178
"ch_teach","age","(19.6,28.2]",2,0.156692260188241,0.00394261330577503,0.148964738108922,0.16441978226756
"ch_teach","age","(19.6,28.2]",3,-0.0478498775117506,0.00395720760693208,-0.0556060044213375,-0.0400937506021638
"ch_teach","age","(19.6,28.2]",5,-0.0532308921915127,0.00415258930592404,-0.0613699672311239,-0.0450918171519016
"ch_teach","age","(19.6,28.2]",7,0.0821673596663155,0.00750855757450595,0.0674505868202838,0.0968841325123471
"ch_teach","age","(19.6,28.2]",8,0.248708058505616,0.00280734233655395,0.24320566752597,0.254210449485262
"ch_teach","age","(19.6,28.2]",10,0.0622924129560018,0.00246012424021342,0.0574705694451835,0.0671142564668201
"ch_teach","age","(19.6,28.2]",11,0.0962412036164888,0.00904568487455427,0.0785116612623624,0.113970745970615
"ch_teach","age","(28.2,36.8]",2,0.176122514459443,0.00439277541074565,0.167512674654382,0.184732354264505
"ch_teach","age","(28.2,36.8]",3,-0.0571061642011548,0.00503513598836936,-0.0669750307383587,-0.0472372976639508
"ch_teach","age","(28.2,36.8]",5,-0.0861952058656581,0.00543821535964603,-0.0968541079705643,-0.0755363037607519
"ch_teach","age","(28.2,36.8]",7,0.0990872338624533,0.0081807326287389,0.083052997910125,0.115121469814781
"ch_teach","age","(28.2,36.8]",8,0.295271936525724,0.00283569478520052,0.289713974746731,0.300829898304717
"ch_teach","age","(28.2,36.8]",10,0.0554244031437688,0.00307295328561166,0.04940141470397,0.0614473915835677
"ch_teach","age","(28.2,36.8]",11,0.037680521743285,0.0139878470167977,0.0102643415903616,0.0650967018962084
"ch_teach","age","(36.8,45.4]",2,0.18387028330093,0.0073789462424596,0.16940754866571,0.198333017936151
"ch_teach","age","(36.8,45.4]",3,-0.0542505826995044,0.00904623001077543,-0.0719811935206243,-0.0365199718783846
